amplitude__length,amplitude__mean,amplitude__maximum,amplitude__minimum,amplitude__abs_energy,amplitude__count_below_mean,"amplitude__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""",amplitude__number_cwt_peaks__n_15,amplitude__number_peaks__n_30,amplitude__range_count__max_1__min_0,amplitude__sample_entropy,amplitude__first_location_of_minimum,amplitude__first_location_of_maximum,amplitude__mean_second_derivative_central,amplitude__median,amplitude__standard_deviation,amplitude__sum_values,amplitude__variance
6210.0,-0.00023390096521392885,0.5061428,-0.42349568,51.89187095174925,3044.0,2.1509390791493177e-24,231.0,99.0,3153.0,1.4972690602009247,0.21529790660225442,0.21610305958132045,-1.6823469394329896e-06,0.0009639888999999999,0.09141183833377693,-1.452524993978498,0.00835612418756057
6727.0,-0.005896029346092464,0.9088299,-0.93646294,718.1255841800291,3179.0,3.0768558876167636e-21,310.0,106.0,3280.0,0.3967315206768083,0.5168723056340122,0.018433179723502304,-1.8934744609665423e-07,-0.0014077926,0.32667715301123695,-39.66258941116401,0.10671796229952712
5520.0,-0.0002457200538181155,1.0450488,-1.1060277,542.7579767440008,2728.0,7.899878465281708e-09,107.0,94.0,2782.0,0.5522864842516981,0.4826086956521739,0.2608695652173913,1.6622162377673071e-06,0.0005670995449999999,0.31356922688027433,-1.3563746970759976,0.09832566004629296
4657.0,-0.002925468140287524,1.0424421,-0.94543844,407.70888893913235,2221.0,8.565456030055498e-10,166.0,62.0,2292.0,0.3107042701385821,0.26304487867726006,0.6300193257461886,2.5064989366272823e-07,-0.00042831353,0.29586987105259327,-13.623905129318999,0.08753898059667818
3105.0,-0.0030703037328785824,0.92898995,-0.93049484,203.41920001800165,1392.0,0.0003479126493193448,45.0,43.0,1584.0,0.30247373004765454,0.021578099838969404,0.08115942028985507,-9.387238156622624e-08,0.0006190909,0.2559374986055703,-9.533293090587998,0.0655040031924763
7072.0,0.003488239528615004,0.87024456,-0.9654687,293.970379028211,3751.0,3.1854516332742735e-18,230.0,101.0,3554.0,0.5890002289839297,0.2604638009049774,0.6566742081447964,-1.7719092857142855e-08,0.000203216555,0.2038529908762841,24.668829946365307,0.04155604188920637
6382.0,0.005881307974132717,1.0027664,-1.0204923,556.4630458349753,3522.0,2.1928686838157813e-16,275.0,100.0,3101.0,0.5447537381794223,0.36383578815418366,0.09871513632090254,9.571307860501567e-08,-0.0012102252000000002,0.29522532116944084,37.534507490915,0.08715799025959949
4312.0,-0.004203419663446661,1.0511479,-0.9236498,381.1613437154447,2036.0,2.06994381746379e-21,163.0,60.0,2134.0,0.3539092840467399,0.07328385899814471,0.2288961038961039,1.5044587988399073e-06,-0.00053045756,0.2972840714498042,-18.125145588782004,0.08837781913777226
3450.0,0.03603172012314725,0.86748683,-0.8767806,238.27793621099653,1521.0,3.65971702805722e-07,89.0,30.0,2157.0,0.17430696639916624,0.46347826086956523,0.4568115942028986,-1.1296098897911833e-06,0.079101085,0.26032246082872434,124.30943442485801,0.06776778361192272
7245.0,0.0003036494825871627,0.9732078,-1.0437442,1129.3954690347805,3796.0,3.3019403485150225e-19,287.0,113.0,3469.0,0.5468776932480099,0.005383022774327122,0.359144237405107,1.0365910534308988e-08,-0.0030886426,0.3948241392069146,2.1999405013439937,0.1558861009004811
5002.0,-0.004046641244769692,1.0277251,-0.96667844,519.1161483569458,2397.0,4.884300529683972e-13,188.0,78.0,2426.0,0.40071366088172367,0.36885245901639346,0.653938424630148,-3.89954632e-07,-0.00173299155,0.3221262821926076,-20.241299506338,0.10376534167923145
2933.0,-0.008836368515483327,0.4800647,-0.4524234,47.07348594693666,1222.0,0.004416956598168121,23.0,41.0,1337.0,0.25965278477996545,0.5127855438117968,0.17149676099556768,-1.680023595018765e-07,-0.000952502,0.1263784859463304,-25.917068855912596,0.01597152171008683
5002.0,-0.21584508756022067,0.80929714,-0.97430474,622.2262798206799,2409.0,0.0003390628186240094,141.0,72.0,1121.0,0.3582838580504832,0.052179128348660536,0.02578968412634946,1.0913361850000001e-06,-0.19868437,0.27893797866398656,-1079.6571279762238,0.07780639594115062
3450.0,-0.0033224479329700585,0.896238,-0.83272594,192.90366375467653,1468.0,3.272030218538697e-12,104.0,62.0,1801.0,0.3075601102639928,0.09420289855072464,0.03536231884057971,-2.0058569692575405e-07,0.0009888236,0.23643829380172496,-11.462445368746701,0.05590306677587081
3968.0,-4.1303324889800935e-05,0.02913138,-0.02971687,0.05776164933864743,1967.0,9.881068586511785e-21,124.0,55.0,1955.0,0.39442324422579456,0.17212701612903225,0.19102822580645162,-7.873931417044882e-09,-2.6927284e-05,0.0038151227120759384,-0.1638915931627301,1.4555161308197663e-05
3278.0,-0.001010122395763987,0.99254996,-1.0014774,585.244594678432,1632.0,2.3407333639248607e-25,140.0,44.0,1620.0,0.24682568141464248,0.47498474679682734,0.5713849908480781,-1.0350999075702076e-06,-0.0006974459250000001,0.4225352929868017,-3.311181213314349,0.17853607381944234
6382.0,0.0012031241446946801,0.55192935,-0.5502326,124.59934026586262,3546.0,0.0,275.0,69.0,3445.0,0.05451741849769129,0.31212785960513945,0.31432152930115953,-8.268982288401254e-08,0.00030134332500000003,0.1397215424072897,7.678338291441449,0.019522109412672052
3623.0,-0.024567853770395238,0.9440665,-1.0425358,546.3416402090669,1435.0,8.348088767046644e-15,100.0,50.0,1715.0,0.11873926209466165,0.3828319072591775,0.7112889870273255,5.414547899199117e-08,-0.00083158293,0.38754942234739226,-89.00933421014194,0.1501945547617974
4830.0,-0.0020271021617287777,0.8207942,-0.93164593,132.93076454753646,2232.0,5.4512250035959006e-30,188.0,86.0,2351.0,0.5720993584178116,0.10786749482401656,0.10869565217391304,-2.2833437551781277e-08,-0.00038828167,0.1658848645255983,-9.790903441149997,0.027517788278676108
2602.0,-0.00020005308430046136,0.82388556,-0.99918514,92.27746516708046,1029.0,1.4312676101555963e-20,93.0,36.0,1293.0,0.15199280910344176,0.3485780169100692,0.3093774019984627,-6.958701423076924e-08,-3.077841e-07,0.18831891220687874,-0.5205381253498005,0.0354640126947821
3450.0,0.0015877657685411817,0.9335699,-0.98721856,216.198510219416,1785.0,2.5595068967246926e-09,121.0,42.0,1724.0,0.3027994814610768,0.2594202898550725,0.2536231884057971,-1.2618379060324827e-06,-1.8640965465e-05,0.25032721355472276,5.477791901467077,0.06266371384607178
5175.0,0.00047647462977140116,0.90272653,-0.9155076,270.3567609499578,2080.0,0.00024675126866323903,75.0,74.0,3153.0,0.09145021520156278,0.4270531400966184,0.03265700483091787,-3.383245669824087e-07,0.0052384883,0.22856645713972762,2.465756209067001,0.05224262532940694
2933.0,0.0008620921258212053,1.0145272,-1.0251334,266.17529173972616,1485.0,1.8880888064837384e-29,50.0,45.0,1486.0,0.3150859873869127,0.14933515172178657,0.19638595294919878,-8.249822164790174e-07,0.0002917654,0.30124930911344555,2.528516205033595,0.09075114624132825
6900.0,-0.0018061082122150728,0.8999343,-0.97234577,446.3133871428866,3428.0,0.0,169.0,94.0,3405.0,0.8337643550313025,0.5107246376811594,0.5102898550724637,5.789711510582777e-08,-0.00133708105,0.2543223103839916,-12.462146664284003,0.06467983755905138
3623.0,-0.0022243874965031415,0.9754139,-0.9675328,310.86174665288667,1703.0,0.0,108.0,46.0,1807.0,0.2260201236361848,0.25696936240684515,0.25807341981783055,2.727678037834852e-07,-5.491595e-07,0.2929118568720965,-8.058955899830881,0.08579735589625953
4140.0,-0.0004027987638971832,0.89759856,-0.9157245,91.02525578633967,1988.0,0.0,117.0,57.0,2043.0,0.36123415062205433,0.5702898550724638,0.5661835748792271,3.335046390768487e-07,-7.1028267e-05,0.14827884040934913,-1.6675868825343385,0.021986614513141226
2243.0,-0.009451563426187025,0.80918574,-0.68321973,95.64124089364256,1167.0,0.0308145818401314,67.0,24.0,883.0,0.32735665035717687,0.48996879179670083,0.4672313865358894,4.035011111111111e-07,-0.013708041,0.2062778308844689,-21.199856764937497,0.04255054351440155
2070.0,-5.7135166860386234e-05,0.8216629,-0.77223796,39.444000447459075,1028.0,6.973571799003529e-27,52.0,28.0,1041.0,0.4301958244339893,0.5222222222222223,0.527536231884058,5.839162959381044e-06,0.000243643365,0.13804010075157375,-0.11826979540099951,0.01905506941550463
5865.0,-0.00013491758185889833,0.64731526,-0.7446507,129.78257606517673,2954.0,2.1376281715465995e-29,216.0,77.0,2905.0,1.0067437480941093,0.3319693094629156,0.33128729752770675,-2.8540178236397757e-08,-0.0007977417,0.14875583437935086,-0.7912916176024387,0.022128298261896866
5175.0,6.563952422106184e-05,0.96186924,-0.8745719,333.99964065407306,2593.0,0.0,141.0,73.0,2592.0,0.4964166926722035,0.4148792270531401,0.4479227053140097,2.9631237773052387e-08,2.4203999e-05,0.254049186289897,0.339684537843995,0.06454098905455878
2588.0,-0.0038299182303199388,0.9956579,-0.98724914,353.43949672043334,1335.0,1.313919463549214e-24,82.0,42.0,1191.0,0.19400077026564802,0.6263523956723338,0.23608964451313755,-7.729689771848416e-07,-0.005867522700000001,0.36953202329386026,-9.911828380068002,0.1365539162396541
3450.0,0.0004007042641539302,0.86837894,-0.8163723,231.65800664835172,1627.0,2.348838720402795e-29,90.0,50.0,1833.0,0.6738926592703213,0.13681159420289854,0.6373913043478261,-5.183663573085843e-08,0.00446584725,0.2591275511016973,1.3824297113310593,0.06714708773996274
2760.0,0.0003312601461564125,0.91134524,-0.90910965,198.9943580559705,1419.0,2.8740087288934198e-30,53.0,40.0,1369.0,0.3181327488545123,0.10978260869565218,0.09565217391304348,2.962944963741842e-07,-4.34695685e-05,0.2685131195294906,0.9142780033916984,0.0720992953594585
2415.0,-0.0004601973580609942,0.90303296,-0.8900398,77.5753083531027,1102.0,4.536528106596376e-30,67.0,29.0,1218.0,0.12669511612389425,0.03561076604554866,0.20538302277432713,-8.77344695399917e-06,4.393986e-05,0.1792263069695561,-1.111376619717301,0.032122069109945556
4576.0,-7.068310621982828e-05,1.0661743,-1.1283015,337.5245574545497,2195.0,7.237477176644248e-28,181.0,72.0,2046.0,0.09531904230130903,0.13308566433566432,0.1658653846153846,1.844364982509838e-07,-3.8583609999999995e-05,0.2715874301396795,-0.3234458940619342,0.07375973220987529
2760.0,0.000440875557998116,1.0247127,-0.9991091,375.23224202227993,1408.0,0.0,91.0,42.0,1383.0,0.3262458246010207,0.06594202898550725,0.3391304347826087,-6.100207835387962e-07,2.92286865e-06,0.36871874987092806,1.2168165400748001,0.13595351650638002
3968.0,-2.6522338577621453e-05,0.951916,-0.9384001,324.7777386227394,1925.0,0.0,113.0,45.0,2043.0,0.21140319087119713,0.11391129032258064,0.5264616935483871,5.916223146747353e-07,0.000935708175,0.2860930404258706,-0.10524063947600193,0.08184922778011881
2933.0,0.0028569993902880664,0.9059718,-0.89340436,255.7328516608576,1634.0,1.937665416535669e-17,122.0,45.0,1473.0,0.18255710447283804,0.06716672349130583,0.13569723832253666,7.160781081542137e-07,7.458804e-05,0.2952683519475697,8.3795792117149,0.08718339966183386
3623.0,-0.001122351260160089,0.95649457,-0.87798,268.6883349611252,1823.0,7.207400095132457e-20,185.0,42.0,1735.0,0.08244149652245296,0.2776704388628209,0.07535191829975159,-7.200468793151063e-08,-0.0012780433,0.2723243969835173,-4.066278615560003,0.07416057719243632
4312.0,0.00034092923933986565,0.83330715,-0.8360656,195.17411043617895,2152.0,1.656447057771657e-27,150.0,52.0,2172.0,0.3125352432378232,0.49512987012987014,0.07722634508348794,-1.7175539443155446e-07,0.000419719025,0.21275078470266456,1.4700868800335007,0.045262896391599534
3105.0,4.015368244057853e-05,0.9808563,-0.9982087,612.4220185172871,1522.0,0.0,50.0,33.0,1586.0,0.1593577677304226,0.214170692431562,0.26988727858293077,9.422407669996776e-08,0.00067195756,0.44411413335944405,0.12467718397799632,0.19723736344961004
2588.0,0.00028858552488523917,0.84983253,-0.916784,88.73853725625783,1305.0,4.437731549430327e-30,63.0,37.0,1299.0,0.6594519425099562,0.05255023183925812,0.054482225656877895,-5.0359809551430775e-08,0.0001090236005,0.18517121210149656,0.746859338402999,0.03428837779113743
7762.0,-0.0001557631712096206,0.9750108,-0.93491143,289.1320418609076,3817.0,3.3676170108759745e-30,197.0,99.0,3895.0,0.6671797325480419,0.040582324143262044,0.043287812419479516,-7.749149445103093e-07,1.78234285e-06,0.19300170737315703,-1.2090337349290752,0.037249659048953734
3793.0,-5.335348282225936e-05,0.1898188,-0.20081118,0.8865534148700869,2046.0,2.7391842759213837e-22,94.0,47.0,1613.0,0.19228362065032523,0.09781175850250462,0.09675718428684418,5.443800435241361e-09,-0.00010633828,0.015288271532053402,-0.20236976034482976,0.00023373124643779448
2760.0,4.6315930448912876e-05,0.9567188,-0.90553975,102.73656788079471,1336.0,1.9158167781919363e-22,77.0,35.0,1427.0,0.3646836684818201,0.6340579710144928,0.6326086956521739,4.050528825235678e-06,0.0008255266199999999,0.19293364666263582,0.12783196803899954,0.037223392014542805
