url	nom	numero	types	taille	poids	groupe_oeufs	couleur	empreinte	corps
https://www.pokepedia.fr/M%C3%A9lodelfe	Mélodelfe	36	['Fée']	1.3	40.0	['Féerique']	Rose	036	Bipède disposant d'une queue
https://www.pokepedia.fr/Goupix	Goupix	37	['Feu']	0.6	9.9	['Terrestre']	Brun	037	Quadrupède
https://www.pokepedia.fr/Feunard	Feunard	38	['Feu']	1.1	19.9	['Terrestre']	Jaune	038	Quadrupède
https://www.pokepedia.fr/Rondoudou	Rondoudou	39	['Normal', 'Fée']	0.5	5.5	['Féerique']	Rose	039	Bipède sans queue
https://www.pokepedia.fr/Grodoudou	Grodoudou	40	['Normal', 'Fée']	1.0	12.0	['Féerique']	Rose	040	Bipède sans queue
https://www.pokepedia.fr/Nosferapti	Nosferapti	41	['Poison', 'Vol']	0.8	7.5	['Aérien']	Violet	vide	Dispose d'une seule paire d'ailes
https://www.pokepedia.fr/Nosferalto	Nosferalto	42	['Poison', 'Vol']	1.6	55.0	['Aérien']	Violet	042	Dispose d'une seule paire d'ailes
https://www.pokepedia.fr/Mystherbe	Mystherbe	43	['Plante', 'Poison']	0.5	5.4	['Végétal']	Bleu	043	Constitué d'une tête et de jambes
https://www.pokepedia.fr/Ortide	Ortide	44	['Plante', 'Poison']	0.8	8.6	['Végétal']	Bleu	044	Bipède sans queue
https://www.pokepedia.fr/Rafflesia	Rafflesia	45	['Plante', 'Poison']	1.2	18.6	['Végétal']	Rouge	045	Bipède sans queue
https://www.pokepedia.fr/Paras	Paras	46	['Insecte', 'Plante']	0.3	5.4	['Insectoïde', 'Végétal']	Rouge	046	Corps insectoïde
https://www.pokepedia.fr/Parasect	Parasect	47	['Insecte', 'Plante']	1.0	29.5	['Insectoïde', 'Végétal']	Rouge	047	Corps insectoïde
https://www.pokepedia.fr/Mimitoss	Mimitoss	48	['Insecte', 'Poison']	1.0	30.0	['Insectoïde']	Violet	048	Bipède sans queue
https://www.pokepedia.fr/A%C3%A9romite	Aéromite	49	['Insecte', 'Poison']	1.5	12.5	['Insectoïde']	Violet	049	Dispose de deux paires d'ailes
https://www.pokepedia.fr/Taupiqueur	Taupiqueur	50	['Sol']	0.2	0.8	['Terrestre']	Brun	vide	Constitué d'une tête et d'un corps
https://www.pokepedia.fr/Triopikeur	Triopikeur	51	['Sol']	0.7	33.3	['Terrestre']	Brun	vide	Corps multiple
https://www.pokepedia.fr/Miaouss	Miaouss	52	['Normal']	0.4	4.2	['Terrestre']	Jaune	052	Quadrupède
https://www.pokepedia.fr/Persian	Persian	53	['Normal']	1.0	32.0	['Terrestre']	Jaune	053	Quadrupède
https://www.pokepedia.fr/Psykokwak	Psykokwak	54	['Eau']	0.8	19.6	['Aquatique 1', 'Terrestre']	Jaune	054	Bipède disposant d'une queue
https://www.pokepedia.fr/Akwakwak	Akwakwak	55	['Eau']	1.7	76.6	['Aquatique 1', 'Terrestre']	Bleu	055	Bipède disposant d'une queue
https://www.pokepedia.fr/F%C3%A9rosinge	Férosinge	56	['Combat']	0.5	28.0	['Terrestre']	Brun	056	Bipède disposant d'une queue
https://www.pokepedia.fr/Colossinge	Colossinge	57	['Combat']	1.0	32.0	['Terrestre']	Brun	057	Bipède disposant d'une queue
https://www.pokepedia.fr/Caninos	Caninos	58	['Feu']	0.7	19.0	['Terrestre']	Brun	058	Quadrupède
https://www.pokepedia.fr/Arcanin	Arcanin	59	['Feu']	1.9	155.0	['Terrestre']	Brun	059	Quadrupède
https://www.pokepedia.fr/Ptitard	Ptitard	60	['Eau']	0.6	12.4	['Aquatique 1']	Bleu	060	Constitué d'une tête et de jambes
https://www.pokepedia.fr/T%C3%AAtarte	Têtarte	61	['Eau']	1.0	20.0	['Aquatique 1']	Bleu	061	Bipède sans queue
https://www.pokepedia.fr/Tartard	Tartard	62	['Eau', 'Combat']	1.3	54.0	['Aquatique 1']	Bleu	062	Bipède sans queue
https://www.pokepedia.fr/Abra	Abra	63	['Psy']	0.9	19.5	['Humanoïde']	Brun	063	Bipède disposant d'une queue
https://www.pokepedia.fr/Kadabra	Kadabra	64	['Psy']	1.3	56.5	['Humanoïde']	Brun	064	Bipède disposant d'une queue
https://www.pokepedia.fr/Alakazam	Alakazam	65	['Psy']	1.5	48.0	['Humanoïde']	Brun	065	Bipède sans queue
https://www.pokepedia.fr/Machoc	Machoc	66	['Combat']	0.8	19.5	['Humanoïde']	Gris	066	Bipède disposant d'une queue
https://www.pokepedia.fr/Machopeur	Machopeur	67	['Combat']	1.5	70.5	['Humanoïde']	Gris	067	Bipède sans queue
https://www.pokepedia.fr/Mackogneur	Mackogneur	68	['Combat']	1.6	130.0	['Humanoïde']	Gris	068	Bipède sans queue
https://www.pokepedia.fr/Ch%C3%A9tiflor	Chétiflor	69	['Plante', 'Poison']	0.7	4.0	['Végétal']	Vert	069	Bipède sans queue
https://www.pokepedia.fr/Boustiflor	Boustiflor	70	['Plante', 'Poison']	1.0	6.4	['Végétal']	Vert	vide	Constitué d'une tête et d'un corps
https://www.pokepedia.fr/Empiflor	Empiflor	71	['Plante', 'Poison']	1.7	15.5	['Végétal']	Vert	vide	Constitué d'une tête et d'un corps
https://www.pokepedia.fr/Tentacool	Tentacool	72	['Eau', 'Poison']	0.9	45.5	['Aquatique 3']	Bleu	vide	Dispose de tentacules ou de multiples pattes
https://www.pokepedia.fr/Tentacruel	Tentacruel	73	['Eau', 'Poison']	1.6	55.0	['Aquatique 3']	Bleu	vide	Dispose de tentacules ou de multiples pattes
https://www.pokepedia.fr/Racaillou	Racaillou	74	['Roche', 'Sol']	0.4	20.0	['Minéral']	Brun	vide	Constitué d'une tête et de bras
https://www.pokepedia.fr/Gravalanch	Gravalanch	75	['Roche', 'Sol']	1.0	105.0	['Minéral']	Brun	075	Bipède sans queue
https://www.pokepedia.fr/Grolem	Grolem	76	['Roche', 'Sol']	1.4	300.0	['Minéral']	Brun	076	Bipède sans queue
https://www.pokepedia.fr/Ponyta	Ponyta	77	['Feu']	1.0	30.0	['Terrestre']	Jaune	077	Quadrupède
https://www.pokepedia.fr/Galopa	Galopa	78	['Feu']	1.7	95.0	['Terrestre']	Jaune	078	Quadrupède
https://www.pokepedia.fr/Ramoloss	Ramoloss	79	['Eau', 'Psy']	1.2	36.0	['Monstrueux', 'Aquatique 1']	Rose	079	Quadrupède
https://www.pokepedia.fr/Flagadoss	Flagadoss	80	['Eau', 'Psy']	1.6	78.5	['Monstrueux', 'Aquatique 1']	Rose	080	Bipède disposant d'une queue
https://www.pokepedia.fr/Magn%C3%A9ti	Magnéti	81	['Électrik', 'Acier']	0.3	6.0	['Minéral']	Gris	081	Constitué d'une tête et de bras
https://www.pokepedia.fr/Magn%C3%A9ton	Magnéton	82	['Électrik', 'Acier']	1.0	60.0	['Minéral']	Gris	082	Corps multiple
https://www.pokepedia.fr/Canarticho	Canarticho	83	['Normal', 'Vol']	0.8	15.0	['Aérien', 'Terrestre']	Brun	083	Dispose d'une seule paire d'ailes
https://www.pokepedia.fr/Doduo	Doduo	84	['Normal', 'Vol']	1.4	39.2	['Aérien']	Brun	084	Constitué d'une tête et de jambes
https://www.pokepedia.fr/Dodrio	Dodrio	85	['Normal', 'Vol']	1.8	85.2	['Aérien']	Brun	085	Constitué d'une tête et de jambes
https://www.pokepedia.fr/Otaria	Otaria	86	['Eau']	1.1	90.0	['Aquatique 1', 'Terrestre']	Blanc	vide	Dispose de nageoires
https://www.pokepedia.fr/Lamantine	Lamantine	87	['Eau', 'Glace']	1.7	120.0	['Aquatique 1', 'Terrestre']	Blanc	vide	Dispose de nageoires
https://www.pokepedia.fr/Tadmorv	Tadmorv	88	['Poison']	0.9	30.0	['Amorphe']	Violet	vide	Constitué d'une tête et de bras
https://www.pokepedia.fr/Grotadmorv	Grotadmorv	89	['Poison']	1.2	30.0	['Amorphe']	Violet	vide	Constitué d'une tête et de bras
https://www.pokepedia.fr/Kokiyas	Kokiyas	90	['Eau']	0.3	4.0	['Aquatique 3']	Violet	vide	Constitué uniquement d'une tête
https://www.pokepedia.fr/Crustabri	Crustabri	91	['Eau', 'Glace']	1.5	132.5	['Aquatique 3']	Violet	vide	Constitué uniquement d'une tête
https://www.pokepedia.fr/Fantominus	Fantominus	92	['Spectre', 'Poison']	1.3	0.1	['Amorphe']	Violet	vide	Constitué uniquement d'une tête
https://www.pokepedia.fr/Spectrum	Spectrum	93	['Spectre', 'Poison']	1.6	0.1	['Amorphe']	Violet	vide	Constitué d'une tête et de bras
https://www.pokepedia.fr/Ectoplasma	Ectoplasma	94	['Spectre', 'Poison']	1.5	40.5	['Amorphe']	Violet	vide	Bipède disposant d'une queue
https://www.pokepedia.fr/Onix	Onix	95	['Roche', 'Sol']	8.8	210.0	['Minéral']	Gris	vide	Corps serpentin
https://www.pokepedia.fr/Soporifik	Soporifik	96	['Psy']	1.0	32.4	['Humanoïde']	Jaune	096	Bipède sans queue
https://www.pokepedia.fr/Hypnomade	Hypnomade	97	['Psy']	1.6	75.6	['Humanoïde']	Jaune	097	Bipède sans queue
https://www.pokepedia.fr/Krabby	Krabby	98	['Eau']	0.4	6.5	['Aquatique 3']	Rouge	098	Corps insectoïde
https://www.pokepedia.fr/Krabboss	Krabboss	99	['Eau']	1.3	60.0	['Aquatique 3']	Rouge	099	Corps insectoïde
https://www.pokepedia.fr/Voltorbe	Voltorbe	100	['Électrik']	0.5	10.4	['Minéral']	Rouge	vide	Constitué uniquement d'une tête
https://www.pokepedia.fr/%C3%89lectrode	Électrode	101	['Électrik']	1.2	66.6	['Minéral']	Rouge	vide	Constitué uniquement d'une tête
https://www.pokepedia.fr/Noeunoeuf	Noeunoeuf	102	['Plante', 'Psy']	0.4	2.5	['Végétal']	Rose	vide	Corps multiple
https://www.pokepedia.fr/Noadkoko	Noadkoko	103	['Plante', 'Psy']	2.0	120.0	['Végétal']	Jaune	103	Constitué d'une tête et de jambes
https://www.pokepedia.fr/Osselait	Osselait	104	['Sol']	0.4	6.5	['Monstrueux']	Brun	104	Bipède disposant d'une queue
https://www.pokepedia.fr/Ossatueur	Ossatueur	105	['Sol']	1.0	45.0	['Monstrueux']	Brun	105	Bipède disposant d'une queue
https://www.pokepedia.fr/Kicklee	Kicklee	106	['Combat']	1.5	49.8	['Humanoïde']	Brun	106	Bipède sans queue
https://www.pokepedia.fr/Tygnon	Tygnon	107	['Combat']	1.4	50.2	['Humanoïde']	Brun	107	Bipède sans queue
https://www.pokepedia.fr/Excelangue	Excelangue	108	['Normal']	1.2	65.5	['Monstrueux']	Rose	108	Bipède disposant d'une queue
https://www.pokepedia.fr/Smogo	Smogo	109	['Poison']	0.6	1.0	['Amorphe']	Violet	vide	Constitué uniquement d'une tête
https://www.pokepedia.fr/Smogogo	Smogogo	110	['Poison']	1.2	9.5	['Amorphe']	Violet	vide	Corps multiple
https://www.pokepedia.fr/Rhinocorne	Rhinocorne	111	['Sol', 'Roche']	1.0	115.0	['Monstrueux', 'Terrestre']	Gris	111	Quadrupède
https://www.pokepedia.fr/Rhinof%C3%A9ros	Rhinoféros	112	['Sol', 'Roche']	1.9	120.0	['Monstrueux', 'Terrestre']	Gris	112	Bipède disposant d'une queue
https://www.pokepedia.fr/Leveinard	Leveinard	113	['Normal']	1.1	34.6	['Féerique']	Rose	113	Bipède disposant d'une queue
https://www.pokepedia.fr/Saquedeneu	Saquedeneu	114	['Plante']	1.0	35.0	['Végétal']	Bleu	114	Constitué d'une tête et de jambes
https://www.pokepedia.fr/Kangourex	Kangourex	115	['Normal']	2.2	80.0	['Monstrueux']	Brun	115	Bipède disposant d'une queue
https://www.pokepedia.fr/Hypotrempe	Hypotrempe	116	['Eau']	0.4	8.0	['Aquatique 1', 'Draconique']	Bleu	vide	Constitué d'une tête et d'un corps
https://www.pokepedia.fr/Hypoc%C3%A9an	Hypocéan	117	['Eau']	1.2	25.0	['Aquatique 1', 'Draconique']	Bleu	vide	Constitué d'une tête et d'un corps
https://www.pokepedia.fr/Poissir%C3%A8ne	Poissirène	118	['Eau']	0.6	15.0	['Aquatique 2']	Rouge	vide	Dispose de nageoires
https://www.pokepedia.fr/Poissoroy	Poissoroy	119	['Eau']	1.3	39.0	['Aquatique 2']	Rouge	vide	Dispose de nageoires
https://www.pokepedia.fr/Stari	Stari	120	['Eau']	0.8	34.5	['Aquatique 3']	Brun	120	Constitué d'une tête et d'un corps
https://www.pokepedia.fr/Staross	Staross	121	['Eau', 'Psy']	1.1	80.0	['Aquatique 3']	Violet	121	Constitué d'une tête et d'un corps
https://www.pokepedia.fr/M._Mime	M. Mime	122	['Psy', 'Fée']	1.3	54.5	['Humanoïde']	Rose	122	Bipède sans queue
https://www.pokepedia.fr/Ins%C3%A9cateur	Insécateur	123	['Insecte', 'Vol']	1.5	56.0	['Insectoïde']	Vert	123	Dispose de deux paires d'ailes
https://www.pokepedia.fr/Lippoutou	Lippoutou	124	['Glace', 'Psy']	1.4	40.6	['Humanoïde']	Rouge	vide	Bipède sans queue
https://www.pokepedia.fr/%C3%89lektek	Élektek	125	['Électrik']	1.1	30.0	['Humanoïde']	Jaune	125	Bipède disposant d'une queue
https://www.pokepedia.fr/Magmar	Magmar	126	['Feu']	1.3	44.5	['Humanoïde']	Rouge	126	Bipède disposant d'une queue
https://www.pokepedia.fr/Scarabrute	Scarabrute	127	['Insecte']	1.5	55.0	['Insectoïde']	Brun	127	Bipède sans queue
https://www.pokepedia.fr/Tauros	Tauros	128	['Normal']	1.4	88.4	['Terrestre']	Brun	128	Quadrupède
https://www.pokepedia.fr/Magicarpe	Magicarpe	129	['Eau']	0.9	10.0	['Aquatique 2', 'Draconique']	Rouge	vide	Dispose de nageoires
https://www.pokepedia.fr/L%C3%A9viator	Léviator	130	['Eau', 'Vol']	6.5	235.0	['Aquatique 2', 'Draconique']	Bleu	vide	Corps serpentin
https://www.pokepedia.fr/Lokhlass	Lokhlass	131	['Eau', 'Glace']	2.5	220.0	['Monstrueux', 'Aquatique 1']	Bleu	vide	Dispose de nageoires
https://www.pokepedia.fr/M%C3%A9tamorph	Métamorph	132	['Normal']	0.3	4.0	['Métamorph']	Violet	vide	Constitué uniquement d'une tête
https://www.pokepedia.fr/%C3%89voli	Évoli	133	['Normal']	0.3	6.5	['Terrestre']	Brun	133	Quadrupède
https://www.pokepedia.fr/Aquali	Aquali	134	['Eau']	1.0	29.0	['Terrestre']	Bleu	134	Quadrupède
https://www.pokepedia.fr/Voltali	Voltali	135	['Électrik']	0.8	24.5	['Terrestre']	Jaune	135	Quadrupède
https://www.pokepedia.fr/Pyroli	Pyroli	136	['Feu']	0.9	25.0	['Terrestre']	Rouge	136	Quadrupède
https://www.pokepedia.fr/Porygon	Porygon	137	['Normal']	0.8	36.5	['Minéral']	Rose	137	Constitué d'une tête et de jambes
https://www.pokepedia.fr/Amonita	Amonita	138	['Roche', 'Eau']	0.4	7.5	['Aquatique 1', 'Aquatique 3']	Bleu	138	Dispose de tentacules ou de multiples pattes
https://www.pokepedia.fr/Amonistar	Amonistar	139	['Roche', 'Eau']	1.0	35.0	['Aquatique 1', 'Aquatique 3']	Bleu	139	Dispose de tentacules ou de multiples pattes
https://www.pokepedia.fr/Kabuto	Kabuto	140	['Roche', 'Eau']	0.5	11.5	['Aquatique 1', 'Aquatique 3']	Brun	140	Corps insectoïde
https://www.pokepedia.fr/Kabutops	Kabutops	141	['Roche', 'Eau']	1.3	40.5	['Aquatique 1', 'Aquatique 3']	Brun	141	Bipède disposant d'une queue
https://www.pokepedia.fr/Pt%C3%A9ra	Ptéra	142	['Roche', 'Vol']	1.8	59.0	['Aérien']	Violet	142	Dispose d'une seule paire d'ailes
https://www.pokepedia.fr/Ronflex	Ronflex	143	['Normal']	2.1	460.0	['Monstrueux']	Noir	143	Bipède sans queue
https://www.pokepedia.fr/Artikodin	Artikodin	144	['Glace', 'Vol']	1.7	55.4	['Inconnu']	Bleu	144	Dispose d'une seule paire d'ailes
https://www.pokepedia.fr/%C3%89lecthor	Électhor	145	['Électrik', 'Vol']	1.6	52.6	['Inconnu']	Jaune	145	Dispose d'une seule paire d'ailes
https://www.pokepedia.fr/Sulfura	Sulfura	146	['Feu', 'Vol']	2.0	60.0	['Inconnu']	Jaune	146	Dispose d'une seule paire d'ailes
https://www.pokepedia.fr/Minidraco	Minidraco	147	['Dragon']	1.8	3.3	['Draconique', 'Aquatique 1']	Bleu	vide	Corps serpentin
https://www.pokepedia.fr/Draco	Draco	148	['Dragon']	4.0	16.5	['Draconique', 'Aquatique 1']	Bleu	vide	Corps serpentin
https://www.pokepedia.fr/Dracolosse	Dracolosse	149	['Dragon', 'Vol']	2.2	210.0	['Draconique', 'Aquatique 1']	Brun	149	Bipède disposant d'une queue
https://www.pokepedia.fr/Mewtwo	Mewtwo	150	['Psy']	2.0	122.0	['Inconnu']	Violet	150	Bipède disposant d'une queue
https://www.pokepedia.fr/Mew	Mew	151	['Psy']	0.4	4.0	['Inconnu']	Rose	151	Bipède disposant d'une queue
https://www.pokepedia.fr/Germignon	Germignon	152	['Plante']	0.9	6.4	['Monstrueux', 'Végétal']	Vert	152	Quadrupède
https://www.pokepedia.fr/Macronium	Macronium	153	['Plante']	1.2	15.8	['Monstrueux', 'Végétal']	Vert	153	Quadrupède
https://www.pokepedia.fr/M%C3%A9ganium	Méganium	154	['Plante']	1.8	100.5	['Monstrueux', 'Végétal']	Vert	154	Quadrupède
https://www.pokepedia.fr/H%C3%A9ricendre	Héricendre	155	['Feu']	0.5	7.9	['Terrestre']	Jaune	155	Bipède sans queue
https://www.pokepedia.fr/Feurisson	Feurisson	156	['Feu']	0.9	19.0	['Terrestre']	Jaune	156	Quadrupède
https://www.pokepedia.fr/Typhlosion	Typhlosion	157	['Feu']	1.7	79.5	['Terrestre']	Jaune	157	Quadrupède
https://www.pokepedia.fr/Kaiminus	Kaiminus	158	['Eau']	0.6	9.5	['Monstrueux', 'Aquatique 1']	Bleu	158	Bipède disposant d'une queue
https://www.pokepedia.fr/Crocrodil	Crocrodil	159	['Eau']	1.1	25.0	['Monstrueux', 'Aquatique 1']	Bleu	159	Bipède disposant d'une queue
https://www.pokepedia.fr/Aligatueur	Aligatueur	160	['Eau']	2.3	88.8	['Aquatique 1', 'Monstrueux']	Bleu	160	Bipède disposant d'une queue
https://www.pokepedia.fr/Fouinette	Fouinette	161	['Normal']	0.8	6.0	['Terrestre']	Brun	161	Quadrupède
https://www.pokepedia.fr/Fouinar	Fouinar	162	['Normal']	1.8	32.5	['Terrestre']	Brun	162	Quadrupède
https://www.pokepedia.fr/Hoothoot	Hoothoot	163	['Normal', 'Vol']	0.7	21.2	['Aérien']	Brun	163	Dispose d'une seule paire d'ailes
https://www.pokepedia.fr/Noarfang	Noarfang	164	['Normal', 'Vol']	1.6	40.8	['Aérien']	Brun	164	Dispose d'une seule paire d'ailes
https://www.pokepedia.fr/Coxy	Coxy	165	['Insecte', 'Vol']	1.0	10.8	['Insectoïde']	Rouge	165	Dispose d'une seule paire d'ailes
https://www.pokepedia.fr/Coxyclaque	Coxyclaque	166	['Insecte', 'Vol']	1.4	35.6	['Insectoïde']	Rouge	166	Dispose d'une seule paire d'ailes
https://www.pokepedia.fr/Mimigal	Mimigal	167	['Insecte', 'Poison']	0.5	8.5	['Insectoïde']	Vert	167	Corps insectoïde
https://www.pokepedia.fr/Migalos	Migalos	168	['Insecte', 'Poison']	1.1	33.5	['Insectoïde']	Rouge	168	Corps insectoïde
https://www.pokepedia.fr/Nostenfer	Nostenfer	169	['Poison', 'Vol']	1.8	75.0	['Aérien']	Violet	vide	Dispose de deux paires d'ailes
https://www.pokepedia.fr/Loupio	Loupio	170	['Eau', 'Électrik']	0.5	12.0	['Aquatique 2']	Bleu	vide	Dispose de nageoires
https://www.pokepedia.fr/Lanturn	Lanturn	171	['Eau', 'Électrik']	1.2	22.5	['Aquatique 2']	Bleu	vide	Dispose de nageoires
https://www.pokepedia.fr/Pichu	Pichu	172	['Électrik']	0.3	2.0	['Inconnu']	Jaune	172	Quadrupède
https://www.pokepedia.fr/M%C3%A9lo	Mélo	173	['Fée']	0.3	3.0	['Inconnu']	Rose	173	Bipède disposant d'une queue
https://www.pokepedia.fr/Toudoudou	Toudoudou	174	['Normal', 'Fée']	0.3	1.0	['Inconnu']	Rose	174	Bipède sans queue
https://www.pokepedia.fr/Togepi	Togepi	175	['Fée']	0.3	1.5	['Inconnu']	Blanc	175	Bipède sans queue
https://www.pokepedia.fr/Togetic	Togetic	176	['Fée', 'Vol']	0.6	3.2	['Aérien', 'Féerique']	Blanc	176	Bipède sans queue
https://www.pokepedia.fr/Natu	Natu	177	['Psy', 'Vol']	0.2	2.0	['Aérien']	Vert	177	Dispose d'une seule paire d'ailes
https://www.pokepedia.fr/Xatu	Xatu	178	['Psy', 'Vol']	1.5	15.0	['Aérien']	Vert	178	Dispose d'une seule paire d'ailes
https://www.pokepedia.fr/Wattouat	Wattouat	179	['Électrik']	0.6	7.8	['Terrestre', 'Monstrueux']	Blanc	179	Quadrupède
https://www.pokepedia.fr/Lainergie	Lainergie	180	['Électrik']	0.8	13.3	['Terrestre', 'Monstrueux']	Rose	180	Bipède disposant d'une queue
https://www.pokepedia.fr/Pharamp	Pharamp	181	['Électrik']	1.4	61.5	['Monstrueux', 'Terrestre']	Jaune	181	Bipède disposant d'une queue
https://www.pokepedia.fr/Joliflor	Joliflor	182	['Plante']	0.4	5.8	['Végétal']	Vert	vide	Bipède sans queue
https://www.pokepedia.fr/Marill	Marill	183	['Eau', 'Fée']	0.4	8.5	['Aquatique 1', 'Féerique']	Bleu	183	Bipède disposant d'une queue
https://www.pokepedia.fr/Azumarill	Azumarill	184	['Eau', 'Fée']	0.8	28.5	['Aquatique 1', 'Féerique']	Bleu	184	Bipède disposant d'une queue
https://www.pokepedia.fr/Simularbre	Simularbre	185	['Roche']	1.2	38.0	['Minéral']	Brun	185	Bipède sans queue
https://www.pokepedia.fr/Tarpaud	Tarpaud	186	['Eau']	1.1	33.9	['Aquatique 1']	Vert	186	Bipède sans queue
https://www.pokepedia.fr/Granivol	Granivol	187	['Plante', 'Vol']	0.4	0.5	['Féerique', 'Végétal']	Rose	187	Bipède disposant d'une queue
https://www.pokepedia.fr/Floravol	Floravol	188	['Plante', 'Vol']	0.6	1.0	['Féerique', 'Végétal']	Vert	188	Bipède disposant d'une queue
https://www.pokepedia.fr/Cotovol	Cotovol	189	['Plante', 'Vol']	0.8	3.0	['Féerique', 'Végétal']	Bleu	189	Bipède disposant d'une queue
